name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,release_year,mood,Year
Raven's Feather - Piano Solo,Raven's Feather (Piano Solo),Nina June,http://open.spotify.com/track/7sBlA4bK7gpf2H42K6Y0H3,2019-12-20,34,256259,0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,2019,calm,2019
Rayons de soleil,Rayons de soleil,Marlies du Mosch,http://open.spotify.com/track/13SBuUaDElB4vowkW6nQxk,2020-08-07,18,245200,0.315,0.987,0.102,0.954,0.104,0.1689999999999999,-22.435,0.0423,63.679,2020,calm,2020
Reality,Reality EP,Chocolate Puma,http://open.spotify.com/track/3sqyZAk7dUY3U4ApoJcRzJ,2018-10-22,42,213750,0.6509999999999999,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,2018,energetic,2018
Rebuscano,Rebuscano,Olivia Belli,http://open.spotify.com/track/55VX26X342cWBM7akigws7,2020-06-26,37,173319,0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,2020,calm,2020
Recording 15,Living Water,Shannon Lay,http://open.spotify.com/track/1vNfYCzcCJz0FY7MVVA9lM,2017-09-22,60,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,2017,calm,2017
Reinventing Your Exit,They're Only Chasing Safety,Underoath,http://open.spotify.com/track/591vJuuep0gfPhx9p8WPD5,2004-01-01,57,262573,0.45,0.000124,0.978,7.14e-06,0.361,0.268,-4.198,0.0637,155.014,2004,energetic,2004
Remains,Remains,Dries Beheydt,http://open.spotify.com/track/288oxP29Qe5FikFIc1b1Gd,2020-04-25,32,228622,0.157,0.991,0.0755,0.897,0.184,0.119,-23.545,0.051,71.23,2020,calm,2020
Renee's Song,Renee's Song,Bazzi,http://open.spotify.com/track/13iMiwdY7pgE1f7NwYKr1D,2020-04-01,73,130545,0.593,0.794,0.229,0.0,0.1669999999999999,0.42,-8.888,0.0307,117.823,2020,calm,2020
Renegades Of Funk,Renegades,Rage Against The Machine,http://open.spotify.com/track/5YBVDvTSSSiqv7KZDeUlXA,2000-12-05,66,274160,0.6509999999999999,0.00184,0.908,0.000579,0.384,0.769,-4.019,0.0577,123.851,2000,energetic,2000
Rescue Me,Rescue Me,DubVision,http://open.spotify.com/track/7DP18u679fMurjsUxuxMHu,2019-06-14,57,187382,0.494,0.069,0.7390000000000001,0.000368,0.0664,0.235,-4.61,0.0427,128.007,2019,energetic,2019
Retrospectacular,Retrospectacular,Domaine Blanc,http://open.spotify.com/track/58Z8R4KZPbfTc6KVYZLwTb,2020-06-01,50,200000,0.368,0.81,0.293,0.8640000000000001,0.11,0.197,-16.379,0.0346,119.977,2020,calm,2020
Revitalize,Unification,Yonder Dale,http://open.spotify.com/track/1sPC2IR2UwzYUrItFRE1H3,2020-05-22,34,198545,0.597,0.95,0.327,0.96,0.0966,0.0399,-15.743,0.0342,109.99,2020,calm,2020
Ring The Alarm - Stadiumx Remix,Ring The Alarm (Remixes),Nicky Romero,http://open.spotify.com/track/3LmiKN6q3OwFD3sV8rhkk2,2019-04-19,45,173333,0.625,0.00032,0.994,0.0461,0.767,0.35,-1.689,0.0501,125.032,2019,energetic,2019
Rise (ft. Matluck) - Thomas Gold Remix,Rise (ft. Matluck) [Thomas Gold Remix],Nicky Romero,http://open.spotify.com/track/24fghf9YPlSHoWKNHign8p,2018-10-10,0,225937,0.501,0.0071,0.784,0.000257,0.155,0.216,-4.292,0.0417,128.05200000000002,2018,energetic,2018
River,Bones,St Woods,http://open.spotify.com/track/2mXnsGgq0K4qfcYmw0rccK,2020-05-08,42,276960,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,2020,calm,2020
Riverside,Philharmonics,Agnes Obel,http://open.spotify.com/track/1UmFRZU3taMGZApPhK32mc,2010-10-04,3,228546,0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,2010,calm,2010
Rusted From the Rain,Billy Talent III,Billy Talent,http://open.spotify.com/track/0tzWCL2uhb2xQDWgG259nU,2009-09-22,47,254613,0.431,0.000481,0.858,7.65e-06,0.385,0.616,-3.533,0.0306,174.979,2009,energetic,2009
Rylan,I Am Easy to Find,The National,http://open.spotify.com/track/18IyalmZGqUTwvZStMf7A1,2019-05-17,56,223853,0.609,0.403,0.789,0.0811,0.0446,0.7170000000000001,-5.565,0.0468,144.047,2019,energetic,2019
Sad Corny Fuck,Hold It Together,JP Saxe,http://open.spotify.com/track/5YlHgqWo3Kt2mF88ubmR62,2020-02-07,55,220520,0.604,0.835,0.179,0.0,0.162,0.391,-15.383,0.0339,124.982,2020,calm,2020
Sadness,Red Moon,Marynka,http://open.spotify.com/track/2aoxz8c3bHyDrZBhTKnTXh,2020-06-26,33,453804,0.35,0.991,0.0706,0.931,0.1,0.0877,-24.271,0.0441,102.507,2020,calm,2020
Sahara Love - Seven Lions Remix,Sahara Love,Above & Beyond,http://open.spotify.com/track/6KjTXwntv8paBCL3El9TnV,2019-03-08,52,322892,0.275,0.0418,0.659,4.15e-05,0.079,0.149,-5.631,0.039,144.908,2019,angry,2019
Same Direction,The Reason,Hoobastank,http://open.spotify.com/track/7p5HBV5kqLgw0vK0lQ7eXM,2003-01-01,0,195293,0.401,0.00492,0.988,0.0,0.4,0.514,-3.3080000000000003,0.0916,169.024,2003,energetic,2003
Samson,Begin to Hope (Special Edition),Regina Spektor,http://open.spotify.com/track/2bbhyUWJ5VjdfI3P4PRLu2,2006-06-13,51,189335,0.49,0.862,0.193,9.74e-06,0.113,0.184,-9.544,0.0421,89.154,2006,calm,2006
Saving Daylight,Saving Daylight,Harvest Silence,http://open.spotify.com/track/0rDXZpaDpGMbT8ON1DxEtT,2020-05-01,52,206820,0.526,0.456,0.385,0.922,0.0935,0.212,-13.755,0.0296,120.008,2020,sad,2020
Say Days Ago,The Used,The Used,http://open.spotify.com/track/0fcGdkaMVaJtPuYLB6bXRx,2002-06-25,40,197866,0.362,0.00022,0.979,0.0,0.459,0.195,-4.262,0.205,89.431,2002,angry,2002
Schloss,Schloss,Elmau Dunkel,http://open.spotify.com/track/07EmFV0AOKNsbtNonzmMJj,2019-05-24,51,222093,0.438,0.968,0.073,0.755,0.0935,0.0668,-21.94400000000001,0.0411,79.973,2019,calm,2019
Secrets,Secrets,Erik Frank,http://open.spotify.com/track/3PGYOWmCia5R4iLRnGHwyf,2018-09-28,57,215714,0.743,0.762,0.748,6.25e-05,0.0939,0.476,-4.822,0.0519,126.086,2018,energetic,2018
Send It,Send It,Steve Aoki,http://open.spotify.com/track/2GXOmuU3kApsq2TWqOU5Bm,2019-10-04,60,182671,0.6459999999999999,0.0199,0.979,0.7759999999999999,0.38,0.091,-5.312,0.101,124.066,2019,energetic,2019
She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,http://open.spotify.com/track/6dZO9UMcM7c1YLDBpEHwED,2017-07-21,41,204241,0.9,0.632,0.255,3.91e-05,0.0953,0.483,-12.664,0.221,94.978,2017,calm,2017
She Remembers (Piano Solo),She Remembers (Piano Solo),Pieter Savenberg,http://open.spotify.com/track/2UaXTR0Xv4SCDQ6wIlVNxC,2020-07-30,27,122537,0.619,0.996,0.0203,0.944,0.0812,0.337,-26.572,0.0369,135.86,2020,calm,2020
Shifts Of Light,Still Waters,Avery Young,http://open.spotify.com/track/0KN1zd8K3MTPQyix892mCf,2018-10-30,53,261613,0.455,0.931,0.216,0.921,0.0839,0.179,-20.107,0.0363,171.93599999999995,2018,calm,2018
Shimmer,The Best of Fuel,Fuel,http://open.spotify.com/track/6DzbmjkVZpz1mrDobAoJI8,2005,57,213948,0.263,0.00192,0.784,0.0,0.15,0.385,-6.513999999999999,0.054,114.671,2005,angry,2005
Shine,Shine,Manse,http://open.spotify.com/track/6YbVddGFPcfOVJrxhUusbV,2019-08-02,54,163124,0.428,0.0259,0.873,2.64e-05,0.6679999999999999,0.285,-3.499,0.0566,127.95,2019,energetic,2019
Should Have Known Better,Carrie & Lowell,Sufjan Stevens,http://open.spotify.com/track/5I6y1KWmUoV5YCaIEcs1qs,2015-03-31,65,307697,0.5710000000000001,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,2015,calm,2015
Silver Lining,Silver Lining,Pieter de Graaf,http://open.spotify.com/track/4w7vMUyVony198G1c79PSq,2020-04-17,46,225839,0.317,0.986,0.106,0.899,0.111,0.108,-20.574,0.0302,78.66,2020,calm,2020
Sinking Man - The Walking Dead Soundtrack,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),Various Artists,http://open.spotify.com/track/5Hd6DPGjqihEnWSiGRzqr6,2013-01-01,0,166560,0.684,0.905,0.0646,1.86e-05,0.0789,0.334,-18.052,0.0522,95.99,2013,calm,2013
Sintra,Reflections,Made Of Gold,http://open.spotify.com/track/0b6iQfSLnYGz5VCzwndLz9,2020-06-09,49,201951,0.395,0.984,0.147,0.909,0.0724,0.1669999999999999,-19.174,0.051,164.176,2020,calm,2020
Siren Song - Radio Edit,Siren Song,CamelPhat,http://open.spotify.com/track/1uGXhKyK50NIXNqBKN73DS,2015-12-25,39,207301,0.71,0.00891,0.705,0.16,0.177,0.34,-7.417000000000002,0.0345,119.986,2015,angry,2015
Skinny Love,"For Emma, Forever Ago",Bon Iver,http://open.spotify.com/track/1NyFRrFiJAJIaR6icj1goI,2008-05-12,67,238532,0.5920000000000001,0.8420000000000001,0.256,2.38e-06,0.088,0.103,-14.031,0.0449,76.361,2008,calm,2008
Slow It Down,The Lumineers,The Lumineers,http://open.spotify.com/track/0ewX9JsKy9oa4IifkFSroa,2012-01-01,0,305346,0.423,0.928,0.0657,1.4e-06,0.0922,0.105,-14.421,0.0386,98.489,2012,calm,2012
Smooth Criminal,Anthology,Alien Ant Farm,http://open.spotify.com/track/2T3blUc9Jnui2a0ZhuNOag,2001-01-01,0,209266,0.653,0.00287,0.966,0.0026,0.143,0.8740000000000001,-4.2360000000000015,0.0598,126.921,2001,energetic,2001
Snowfall,Piano Piano,Florejan,http://open.spotify.com/track/51USOvxeXLH3EvL3RwWJp7,2019-11-29,31,164703,0.4370000000000001,0.984,0.0747,0.914,0.109,0.175,-20.209,0.0648,117.078,2019,calm,2019
Solitude,Solitude,Joep Beving,http://open.spotify.com/track/21UkknmSYISvDaQbaMIOgq,2020-04-17,57,225829,0.342,0.995,0.0311,0.92,0.131,0.0634,-26.999,0.0355,97.622,2020,calm,2020
Somebody - Josef Bamba Remix Radio Edit,Somebody (Josef Bamba Remixes),Oliver Ingrosso,http://open.spotify.com/track/5riuN21I50r717iOmCJ7Kr,2017-07-21,42,227404,0.67,0.00162,0.88,0.0,0.261,0.312,-6.419,0.044,121.004,2017,energetic,2017
Someone Like You,21,Adele,http://open.spotify.com/track/6QPKYGnAW9QozVz2dSWqRg,2011-01-19,79,285240,0.5539999999999999,0.893,0.321,0.0,0.0996,0.288,-8.251,0.028,135.047,2011,calm,2011
Someone New,Someone New,Thomas Gold,http://open.spotify.com/track/2GkPTpFLY0NG8jrAHPoSnn,2019-06-14,58,182812,0.655,0.00297,0.794,1.34e-05,0.1,0.389,-5.29,0.0765,127.957,2019,energetic,2019
Somewhere Only We Know,Somewhere Only We Know,Valentin,http://open.spotify.com/track/1EwyAL8SdJpIX0M9b1ArAp,2020-05-25,51,193750,0.472,0.84,0.305,0.0,0.142,0.584,-11.465,0.0295,165.9,2020,calm,2020
Son of a Lady,Son of a Lady,Hope Sandoval and the Warm Inventions,http://open.spotify.com/track/1mc5ECVjhFQUMzdsvX9gwf,2017-09-15,23,225233,0.272,0.895,0.337,0.713,0.0764,0.0374,-13.724,0.0338,93.64,2017,calm,2017
"Song to the Siren - Recorded at Strongroom Studios, London",Spotify Singles,Wolf Alice,http://open.spotify.com/track/0hx6wJdPlMpT254F9UYQNu,2017-11-15,42,211159,0.371,0.963,0.15,0.0,0.124,0.0785,-11.116,0.0294,68.774,2017,calm,2017
South Beach,South Beach,Vicetone,http://open.spotify.com/track/4GQVsXO7jkxg43UmAd1Tbb,2018-10-12,54,201951,0.501,0.0303,0.887,2.64e-05,0.114,0.336,-3.941,0.0424,123.052,2018,energetic,2018
Start Me Up - Remastered,Tattoo You (2009 Re-Mastered),The Rolling Stones,http://open.spotify.com/track/7HKez549fwJQDzx3zLjHKC,1981-08-24,77,213066,0.631,0.0436,0.932,0.13699999999999998,0.0918,0.971,-4.142,0.0354,122.429,1981,energetic,1981
Stay,Stay,Gracie Abrams,http://open.spotify.com/track/0Uon5NsSAkBDx69XYOaQ5P,2019-11-21,67,177152,0.618,0.883,0.37,0.0,0.123,0.433,-10.5,0.0543,114.26,2019,calm,2019
Stay Here,Stay Here,Olaars & Will Philips,http://open.spotify.com/track/69vYa2LVWv1TXvNIVNlJA1,2019-07-12,52,176129,0.4320000000000001,0.0149,0.8390000000000001,0.0,0.362,0.269,-3.901,0.0425,123.987,2019,energetic,2019
Stay Home,Stay Home,Golden Sleep,http://open.spotify.com/track/5NRWr6U9kBI3NP7Hr7fyy8,2020-04-24,34,176000,0.234,0.992,0.174,0.942,0.148,0.362,-21.752,0.0376,66.301,2020,calm,2020
Stay Still,Stay Still,Alberto L. Ferro,http://open.spotify.com/track/12nlJypOUmAV4VQxFvfAw1,2020-03-20,30,283506,0.382,0.987,0.0305,0.7829999999999999,0.0921,0.0835,-26.271,0.0574,72.398,2020,calm,2020
Still Alive,Still Alive,Mastrovita,http://open.spotify.com/track/3Y6wj6dRP3QmgXeV2zCzbn,2018-06-07,42,141951,0.65,0.3,0.912,0.6679999999999999,0.306,0.7290000000000001,-4.2780000000000005,0.055,126.073,2018,energetic,2018
Still Waiting to Start,"The Sun Will Come up, The Seasons Will Change & The Flowers Will Fall",Nina Nesbitt,http://open.spotify.com/track/1yERtbTiF9fKGxaelyLJOA,2019-11-22,54,183173,0.615,0.639,0.332,0.0,0.15,0.515,-10.161,0.0295,125.894,2019,calm,2019
Stormy Weather,Stormy Weather,Lost Horse Mine,http://open.spotify.com/track/7oXWUVH2t0UR11AvhhY8GQ,2019-08-30,50,150169,0.444,0.00308,0.382,0.816,0.0915,0.197,-9.324,0.0397,123.59,2019,sad,2019
Story Of A Violin,Story Of A Violin,Sandro Silva,http://open.spotify.com/track/3JjPOBCCKmvtgSsVIDqFDl,2019-06-07,52,154692,0.5479999999999999,0.0125,0.8640000000000001,0.287,0.818,0.161,-6.835,0.0881,128.196,2019,energetic,2019
Strange Dreams,Solo Piano,Ella van der Woude,http://open.spotify.com/track/0YXPmthF2oHLQCYIGkSrZy,2020-02-14,30,133918,0.308,0.988,0.0229,0.8190000000000001,0.0935,0.148,-26.941,0.0406,145.717,2020,calm,2020
Streets,Rivals,Kensington,http://open.spotify.com/track/265poZGWCyWo6h5tq7kiA6,2014-08-08,0,185358,0.376,0.000874,0.7709999999999999,8.98e-06,0.274,0.419,-5.8,0.0422,168.15400000000002,2014,energetic,2014
Stricken,Ten Thousand Fists,Disturbed,http://open.spotify.com/track/4VGUcTzWj0ebZ0UgI9irJL,2005-09-19,0,245109,0.404,8.51e-05,0.969,0.0114,0.268,0.29,-2.938,0.195,173.878,2005,energetic,2005
Such Great Heights,Around The Well,Iron & Wine,http://open.spotify.com/track/7vcuTZAFyu0Z5dgMRLR0h0,2009-05-19,0,251280,0.61,0.8079999999999999,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,2009,calm,2009
Suds & Soda,Worst Case Scenario,dEUS,http://open.spotify.com/track/0MaUnKwsHKRj4qjLDuBG66,1994-01-01,42,314200,0.149,8.51e-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.28900000000004,1994,energetic,1994
Suhpratti,Hum,Parazal,http://open.spotify.com/track/4A6C6K8c8IukPda2f0rI8J,2020-07-24,38,186542,0.564,0.974,0.0515,0.765,0.114,0.214,-15.118,0.0338,93.961,2020,calm,2020
Summer Boredom,Solo Piano,Ella van der Woude,http://open.spotify.com/track/1B96GJer0xmo0t9rZg5V4c,2020-02-14,29,150031,0.496,0.994,0.0281,0.951,0.0813,0.157,-24.864,0.0372,72.124,2020,calm,2020
Sun In Our Eyes - Don Diablo Remix,Sun In Our Eyes (Don Diablo Remix),MØ,http://open.spotify.com/track/1Cfws8y490Zpsqsyeme6V1,2018-08-08,55,206452,0.6990000000000001,0.0589,0.861,2.64e-06,0.0794,0.315,-3.09,0.173,125.942,2018,energetic,2018
Supermarket,Manuela,Manuela,http://open.spotify.com/track/2K1OMOjqHBoJf3NT4J6meQ,2017-04-21,17,224727,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,2017,calm,2017
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,http://open.spotify.com/track/2d0UsAbvuAiCyR4oV6fiOq,2019-02-18,52,245783,0.34,0.00814,0.923,0.0008289999999999999,0.385,0.13,-3.864,0.131,127.789,2019,energetic,2019
Swerve City,Koi No Yokan,Deftones,http://open.spotify.com/track/2OUR8g12h5qsGDs1v5lqvp,2012-11-09,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.3720000000000001,-2.963,0.0656,111.972,2012,angry,2012
Take Everything,Take Everything,Gareth Emery,http://open.spotify.com/track/2L93hpsnJ8scBHIQFZzh1b,2018-12-14,54,212238,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,2018,energetic,2018
Takeoff,Takeoff,Silo Silo,http://open.spotify.com/track/4iKSrwTBu0vLSqmZUXSGXr,2020-05-01,53,194666,0.44,0.625,0.32,0.8859999999999999,0.0823,0.0694,-12.011,0.0323,180.03599999999997,2020,calm,2020
Talking In Your Sleep,In Heat,The Romantics,http://open.spotify.com/track/7fRvtXvJMpGfTLdF0M09a1,1983-02-14,61,235093,0.72,0.0289,0.967,0.00034500000000000004,0.142,0.977,-4.434,0.0343,129.766,1983,energetic,1983
Tears Don't Fall,The Poison,Bullet For My Valentine,http://open.spotify.com/track/1kdiiFGX1Htx0aVZYaDwEJ,2006-02-14,61,348386,0.212,0.000725,0.926,4.83e-06,0.081,0.262,-3.378,0.14,162.10299999999995,2006,energetic,2006
Tegel,Tegel,Lambert,http://open.spotify.com/track/5Vh9sUjTiivWtvKmif40wy,2020-05-01,42,151764,0.233,0.993,0.0997,0.937,0.105,0.123,-25.616,0.0456,84.309,2020,calm,2020
The A Team,The A Team,Ed Sheeran,http://open.spotify.com/track/2vBF8A6n0REigm7RSUM65S,2011-05-01,34,258588,0.626,0.6779999999999999,0.286,0.0,0.134,0.366,-9.933,0.0374,84.954,2011,calm,2011
The Choice,The Last of Us,Gustavo Santaolalla,http://open.spotify.com/track/2IXJyG1DX93g2EhFXghz37,2013-06-07,59,102373,0.303,0.909,0.00338,0.89,0.116,0.347,-30.932,0.0493,50.96,2013,calm,2013
The Dazzler,Ex:Re,Ex:Re,http://open.spotify.com/track/12oa6kHYN9FamPdcpSM54i,2018-11-30,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11.0,0.0461,133.036,2018,sad,2018
The Discovery,The Discovery,Sulfur Springs,http://open.spotify.com/track/5NKK0t7lYlyDsT5auDYKmq,2019-10-04,55,193000,0.414,0.8270000000000001,0.127,0.8220000000000001,0.0919,0.0354,-22.097,0.0383,130.02100000000002,2019,calm,2019
The Dreamer,The Dreamer,Charles Bolt,http://open.spotify.com/track/3XnQ3OqmfvP5Sh6gACEKnG,2020-03-19,55,178148,0.235,0.983,0.0363,0.92,0.0823,0.0481,-18.9,0.0335,160.704,2020,calm,2020
The Five Times I Loved You,Pyramid Train,Cora Zea,http://open.spotify.com/track/0W4RUo3m0jL0wHADS0PLme,2020-05-15,50,205695,0.41,0.988,0.0845,0.93,0.109,0.0795,-21.814,0.0327,92.033,2020,calm,2020
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,http://open.spotify.com/track/4Ao5JXfOIMJGlVo8sJpjFr,2007-04-02,0,321146,0.316,0.0143,0.769,0.0,0.0928,0.118,-5.285,0.0422,122.458,2007,energetic,2007
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,http://open.spotify.com/track/4IUfRZY8k9MHRsStnjMTUb,2019-10-25,40,249576,0.7090000000000001,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,2019,calm,2019
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,http://open.spotify.com/track/2iyriVrfEXWD7YRfPqub7l,2009-01-01,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.5529999999999999,-5.073,0.0739,173.325,2009,energetic,2009
The Hunger,The Hunger,Bat For Lashes,http://open.spotify.com/track/7AaSbMyCeUxcGsvCmzmfEJ,2019-08-05,26,299000,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.96799999999998,2019,angry,2019
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,http://open.spotify.com/track/40UbcJWyWPqOWFvv4Dpvfc,2019-06-14,59,209493,0.655,0.0587,0.726,0.0031100000000000004,0.145,0.292,-4.614,0.0324,128.001,2019,energetic,2019
The Message,Slow Air,Still Corners,http://open.spotify.com/track/3oLJlBI7OveRtPOuMe4oaM,2018-08-17,53,292480,0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,2018,angry,2018
The Night We Met,Strange Trails,Lord Huron,http://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,2015-04-06,17,208211,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,2015,calm,2015
The Night We Met - Rework,The Night We Met,Nico Casal,http://open.spotify.com/track/6lUDMNgZEaXVprnVgoprfT,2020-07-17,31,177322,0.506,0.992,0.0434,0.866,0.123,0.0823,-19.948,0.0442,110.723,2020,calm,2020
The Snail’s Teachings II: The Wonders of,In Between (B-Side),Steven Vrancken,http://open.spotify.com/track/2plPRo1J2A2erccAh1eJMB,2020-06-05,37,198250,0.334,0.944,0.00961,0.901,0.105,0.0916,-27.24,0.0416,68.153,2020,calm,2020
The Times Are Tired,Views from Sixteen Stories,Alaskan Tapes,http://open.spotify.com/track/1c6aKOdOoR1TFqn0JTyc4R,2019-09-19,26,242466,0.216,0.792,0.195,0.93,0.102,0.14,-14.026,0.0382,61.555,2019,calm,2019
The Wall,The Wall,Alok,http://open.spotify.com/track/0Qp1IH1EkRCNabfgzxNMUT,2019-06-28,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,2019,energetic,2019
There For You,There For You,Gorgon City,http://open.spotify.com/track/4Qv71lFPCObf7zol1uWCJb,2019-08-16,68,186493,0.5329999999999999,0.00529,0.8440000000000001,8.909999999999997e-05,0.0722,0.7120000000000001,-5.04,0.0302,123.971,2019,energetic,2019
Thin White Duchess,Thin White Duchess,Martin Thulin,http://open.spotify.com/track/0QevFRZ5eiXah4VZWeviK4,2020-01-31,28,252392,0.537,0.115,0.655,0.294,0.243,0.283,-8.193999999999999,0.0374,119.965,2020,angry,2020
Thirteen Thirty-Five,This Silence Kills,Dillon,http://open.spotify.com/track/3N2vr4m44BBZiVCZ0O4bnf,2011-11-11,0,223085,0.67,0.7859999999999999,0.293,0.0,0.215,0.36,-10.56,0.0486,66.97399999999999,2011,calm,2011
This Reminds You - Satie Remix,This Reminds You,Remy Van Kesteren,http://open.spotify.com/track/7sJm369JitaQLnkymEMe7f,2019-02-01,0,321146,0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,2019,calm,2019
Tilted Towers,Tilted Towers,Alesso,http://open.spotify.com/track/5hdAQegqnitMjNacfLOHQd,2018-11-30,50,259475,0.7020000000000001,0.000771,0.8420000000000001,0.828,0.28,0.175,-5.059,0.0331,124.01,2018,energetic,2018
Time Out,Time Out,Amoll,http://open.spotify.com/track/4CYsf9MUjowxTMTVT39hTL,2020-01-03,32,174240,0.695,0.988,0.0761,0.929,0.133,0.262,-17.043,0.0399,125.017,2020,calm,2020
Time Travel,Rooftops,AMBIE,http://open.spotify.com/track/2ENH05Q7PkilEF6WujXNjG,2020-06-22,39,160788,0.502,0.965,0.289,0.913,0.153,0.156,-17.378,0.0307,137.92600000000002,2020,calm,2020
Tiptoeing,Tiptoeing,Jacco Wynia,http://open.spotify.com/track/28nLvoHu6NbkHNPmoxR8uD,2020-03-20,37,120536,0.467,0.986,0.1369999999999999,0.928,0.101,0.0687,-23.087,0.043,118.715,2020,calm,2020
To Build A Home,Ma Fleur,The Cinematic Orchestra,http://open.spotify.com/track/54KFQB6N4pn926IUUYZGzK,2007-05-07,72,371320,0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,2007,calm,2007
To The Hilt,To The Hilt,BANKS,http://open.spotify.com/track/41bqxcnDRcYsBJnJKtPCdp,2016-09-16,42,276746,0.327,0.948,0.101,0.0,0.0945,0.0866,-13.949000000000002,0.0525,171.734,2016,calm,2016
Tomorrow,Tomorrow,Annelie,http://open.spotify.com/track/6TcYEIp0uV6lxkmt4FCqf5,2020-07-03,39,208520,0.325,0.964,0.0809,0.8390000000000001,0.118,0.0604,-24.493,0.0527,178.30700000000004,2020,calm,2020
Toxic,Rattlesnake!,A Static Lullaby,http://open.spotify.com/track/34ccBqL3xNaCzPxr0UqoEw,2008-09-09,49,200240,0.555,3.01e-05,0.98,4.38e-05,0.0661,0.37,-6.063,0.154,143.005,2008,energetic,2008
Trastevere,Universo en Miniatura Vol. 1,Sebastián Escofet,http://open.spotify.com/track/3rRL23xxAPJ75K3wGBKZIO,2019-07-05,52,167613,0.42,0.8859999999999999,0.272,0.8340000000000001,0.0841,0.38,-14.843,0.0423,180.03099999999995,2019,calm,2019
Trees - Solo Piano,Trees,Patrick Hamilton,http://open.spotify.com/track/2SDxYHBST2s6dGodsgnNbM,2020-06-26,31,174890,0.282,0.957,0.0717,0.919,0.0996,0.206,-25.816,0.053,163.128,2020,calm,2020
Trying My Best,Trying My Best,Anson Seabra,http://open.spotify.com/track/06qUEhhx6jKQmhj2qAkn4H,2019-12-13,68,222467,0.561,0.95,0.0587,0.0,0.0828,0.342,-17.819000000000006,0.0762,143.02700000000004,2019,calm,2019
Tu Vois,Tu Vois,Bram de Looze,http://open.spotify.com/track/5ewE85NIsYxn02MhetYKqs,2020-01-03,0,495880,0.351,0.995,0.0077,0.919,0.0803,0.0728,-23.17,0.0543,75.742,2020,calm,2020
Tubthumping,Tubthumper,Chumbawamba,http://open.spotify.com/track/6dL46HEj2hzaSach8EFyCi,1997,0,279226,0.319,0.118,0.8809999999999999,0.0,0.364,0.625,-7.244,0.14,206.941,1997,energetic,1997
Tuesday,Tuesday,Annelie,http://open.spotify.com/track/2GuchYit1FmdtXTxl6SbUE,2020-04-03,47,191293,0.3229999999999999,0.99,0.0214,0.902,0.0891,0.0703,-30.328000000000007,0.0384,104.033,2020,calm,2020
Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,http://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,1963-03-22,74,155226,0.482,0.6409999999999999,0.8490000000000001,7.74e-06,0.0414,0.937,-9.198,0.0452,124.631,1963,energetic,1963
Under A Killing Moon,The Artist In The Ambulance,Thrice,http://open.spotify.com/track/0XiivUyimrmkUyJkKiILPW,2003-01-01,41,161733,0.414,7.12e-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,2003,energetic,2003
Understudy,Understudy,Josie Mehlin,http://open.spotify.com/track/0Y41ZfnVaNRQp9dQiagwbC,2019-09-14,51,163875,0.494,0.983,0.263,0.92,0.0746,0.105,-16.817999999999998,0.0325,159.875,2019,calm,2019
